DocID,DocURL
D:/data/crawl/PagesDownloaded/httpgouldusceduwhystudentsorgsintellectualPropertycfm.html,http://gould.usc.edu/why/students/orgs/intellectualProperty.cfm
D:/data/crawl/PagesDownloaded/httpgoulduscedusearchqueryacademic2Bcalendar.html,http://gould.usc.edu/search/?query=academic%2Bcalendar
D:/data/crawl/PagesDownloaded/httpgouldusceduaboutcontactlecturerscontactInfocfmdetailID71827.html,http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71827
D:/data/crawl/PagesDownloaded/httpgouldusceduacademicscurriculumjurisdoctordegreerequirements.html,http://gould.usc.edu/academics/curriculum/juris-doctor-degree-requirements/
D:/data/crawl/PagesDownloaded/httpgouldusceduwhystudentsorgsapalsacfm.html,http://gould.usc.edu/why/students/orgs/apalsa.cfm
D:/data/crawl/PagesDownloaded/httpgouldusceduaboutabarequireddisclosuresjdattrition.html,http://gould.usc.edu/about/aba-required-disclosures/jd-attrition/
D:/data/crawl/PagesDownloaded/httpgouldusceduacademicscurriculumcoursedescriptions.html,http://gould.usc.edu/academics/curriculum/course-descriptions/
D:/data/crawl/PagesDownloaded/httpgouldusceduhowtransfertransfercfm.html,http://gould.usc.edu/how/transfer/transfer.cfm
D:/data/crawl/PagesDownloaded/httpgouldusceduwhystudentsorgsstreetLawcfm.html,http://gould.usc.edu/why/students/orgs/streetLaw.cfm
D:/data/crawl/PagesDownloaded/httpgoulduscedugivingchoicesdonatenowcfm.html,http://gould.usc.edu/giving/choices/donatenow.cfm
D:/data/crawl/PagesDownloaded/httpgouldusceduaboutlosangeles.html,http://gould.usc.edu/about/los-angeles/
D:/data/crawl/PagesDownloaded/httpgouldusceduaboutcontactlecturerscontactInfocfmdetailID71829.html,http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71829
D:/data/crawl/PagesDownloaded/httpgoulduscedupressyear2006.html,http://gould.usc.edu/press/?year=2006
D:/data/crawl/PagesDownloaded/httpgouldusceduacademicscurriculumupperdivisioncourseofferings.html,http://gould.usc.edu/academics/curriculum/upper-division-course-offerings/
D:/data/crawl/PagesDownloaded/httpgoulduscedualumnieventsreceptionscfm.html,http://gould.usc.edu/alumni/events/receptions.cfm
D:/data/crawl/PagesDownloaded/httpgouldusceduwhystudentsorgsbtlscfm.html,http://gould.usc.edu/why/students/orgs/btls.cfm
D:/data/crawl/PagesDownloaded/httpgoulduscedustudentsclassandexamschedules.html,http://gould.usc.edu/students/class-and-exam-schedules/
D:/data/crawl/PagesDownloaded/httpgouldusceduhowjdfinaidlrapcfm.html,http://gould.usc.edu/how/jd/finaid/lrap.cfm
D:/data/crawl/PagesDownloaded/httpgouldusceduwhystudentsorgspadcfm.html,http://gould.usc.edu/why/students/orgs/pad.cfm
D:/data/crawl/PagesDownloaded/httpgouldusceducareersstudentsprogramming.html,http://gould.usc.edu/careers/students/programming/
D:/data/crawl/PagesDownloaded/httpgouldusceduhowjdfaqcfm.html,http://gould.usc.edu/how/jd/faq.cfm
D:/data/crawl/PagesDownloaded/httpgoulduscedupressyear2007.html,http://gould.usc.edu/press/?year=2007
D:/data/crawl/PagesDownloaded/httpgouldusceduaboutcontactlecturerscontactInfocfmdetailID71828.html,http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=71828
D:/data/crawl/PagesDownloaded/httpgouldusceduaboutcommunityid664.html,http://gould.usc.edu/about/community/?id=664
D:/data/crawl/PagesDownloaded/httpgouldusceduwhystudentsorgsjlsacfm.html,http://gould.usc.edu/why/students/orgs/jlsa.cfm
D:/data/crawl/PagesDownloaded/httpgoulduscedupressarticlecfmnewsid4258.html,http://gould.usc.edu/press/article.cfm?newsid=4258
D:/data/crawl/PagesDownloaded/httpgoulduscedustudentsacademicjournalsandhonorsprograms.html,http://gould.usc.edu/students/academic-journals-and-honors-programs/
