Successfully Downloaded URL,Size of Downloaded File,Number of Outgoing Links,Content Type
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72108,60081,283,text/html; charset=UTF-8
http://gould.usc.edu/why/students/orgs/federalistSociety.cfm,58893,284,text/html; charset=UTF-8
http://gould.usc.edu/faculty/experts/,61031,282,text/html; charset=UTF-8
http://gould.usc.edu/how/jd/lsac/lsac.cfm,67592,294,text/html; charset=UTF-8
http://gould.usc.edu/academics/curriculum/externships/,61596,281,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=70520,60138,283,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=373,61996,283,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72101,60118,283,text/html; charset=UTF-8
http://gould.usc.edu/careers/alumni/,60391,283,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72106,61936,283,text/html; charset=UTF-8
http://gould.usc.edu/how/transfer/,63698,286,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72111,60090,283,text/html; charset=UTF-8
http://gould.usc.edu/press/publications/identity/,59971,285,text/html; charset=UTF-8
http://gould.usc.edu/careers/students/statistics/,60157,288,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=70522,62030,283,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72112,60099,283,text/html; charset=UTF-8
http://gould.usc.edu/how/jd/onlineapplicationstatus.cfm,72739,293,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72107,60141,283,text/html; charset=UTF-8
http://gould.usc.edu/how/jd/studentAmbassadors.cfm,67729,297,text/html; charset=UTF-8
http://gould.usc.edu/about/contact/lecturers/contactInfo.cfm?detailID=72104,60107,283,text/html; charset=UTF-8
